protocol,case_id,question_key,rater_config,Y_0_100
rubric_assisted,DEMO_CASE_001,Q10,cfg_02,41.3
rubric_assisted,DEMO_CASE_001,Q10,cfg_03,39.39
rubric_assisted,DEMO_CASE_001,Q10,cfg_04,78.05
rubric_assisted,DEMO_CASE_001,Q10,cfg_05,61.61
rubric_assisted,DEMO_CASE_001,Q10,cfg_06,65.77
rubric_assisted,DEMO_CASE_001,Q11,cfg_01,52.95
rubric_assisted,DEMO_CASE_001,Q11,cfg_02,80.78
rubric_assisted,DEMO_CASE_001,Q11,cfg_03,54.5
rubric_assisted,DEMO_CASE_001,Q11,cfg_04,48.64
rubric_assisted,DEMO_CASE_001,Q11,cfg_05,58.82
rubric_assisted,DEMO_CASE_001,Q11,cfg_06,45.18
rubric_assisted,DEMO_CASE_001,Q12,cfg_01,42.38
rubric_assisted,DEMO_CASE_001,Q12,cfg_02,45.86
rubric_assisted,DEMO_CASE_001,Q12,cfg_03,36.19
rubric_assisted,DEMO_CASE_001,Q12,cfg_04,79.05
rubric_assisted,DEMO_CASE_001,Q12,cfg_05,80.13
rubric_assisted,DEMO_CASE_001,Q12,cfg_06,38.19
rubric_assisted,DEMO_CASE_001,Q13,cfg_01,53.43
rubric_assisted,DEMO_CASE_001,Q13,cfg_02,60.14
rubric_assisted,DEMO_CASE_001,Q13,cfg_03,44.95
rubric_assisted,DEMO_CASE_001,Q13,cfg_04,68.04
rubric_assisted,DEMO_CASE_001,Q13,cfg_05,72.82
rubric_assisted,DEMO_CASE_001,Q13,cfg_06,48.66
rubric_assisted,DEMO_CASE_001,Q14,cfg_01,45.61
rubric_assisted,DEMO_CASE_001,Q14,cfg_02,67.75
rubric_assisted,DEMO_CASE_001,Q14,cfg_03,60.64
rubric_assisted,DEMO_CASE_001,Q14,cfg_04,80.84
rubric_assisted,DEMO_CASE_001,Q14,cfg_05,49.68
rubric_assisted,DEMO_CASE_001,Q14,cfg_06,55.91
rubric_assisted,DEMO_CASE_001,Q15,cfg_01,54.75
rubric_assisted,DEMO_CASE_001,Q15,cfg_02,81.34
rubric_assisted,DEMO_CASE_001,Q15,cfg_03,82.05
rubric_assisted,DEMO_CASE_001,Q15,cfg_04,56.17
rubric_assisted,DEMO_CASE_001,Q15,cfg_05,60.26
rubric_assisted,DEMO_CASE_001,Q15,cfg_06,72.56
rubric_assisted,DEMO_CASE_002,Q1,cfg_01,35.2
rubric_assisted,DEMO_CASE_002,Q1,cfg_02,47.87
rubric_assisted,DEMO_CASE_002,Q1,cfg_03,53.14
rubric_assisted,DEMO_CASE_002,Q1,cfg_04,44.8
rubric_assisted,DEMO_CASE_002,Q1,cfg_05,67.72
rubric_assisted,DEMO_CASE_002,Q1,cfg_06,37.42
rubric_assisted,DEMO_CASE_002,Q2,cfg_01,33.39
rubric_assisted,DEMO_CASE_002,Q2,cfg_02,64.66
rubric_assisted,DEMO_CASE_002,Q2,cfg_03,60.7
rubric_assisted,DEMO_CASE_002,Q2,cfg_04,39.12
rubric_assisted,DEMO_CASE_002,Q2,cfg_05,81.66
rubric_assisted,DEMO_CASE_002,Q2,cfg_06,73.13
rubric_assisted,DEMO_CASE_002,Q3,cfg_01,76.56
rubric_assisted,DEMO_CASE_002,Q3,cfg_02,62.97
rubric_assisted,DEMO_CASE_002,Q3,cfg_03,70.62
rubric_assisted,DEMO_CASE_002,Q3,cfg_04,79.7
rubric_assisted,DEMO_CASE_002,Q3,cfg_05,50.5
rubric_assisted,DEMO_CASE_002,Q3,cfg_06,59.05
rubric_assisted,DEMO_CASE_002,Q4,cfg_01,34.86
rubric_assisted,DEMO_CASE_002,Q4,cfg_02,71.65
rubric_assisted,DEMO_CASE_002,Q4,cfg_03,53.56
rubric_assisted,DEMO_CASE_002,Q4,cfg_04,50.56
rubric_assisted,DEMO_CASE_002,Q4,cfg_05,53.64
rubric_assisted,DEMO_CASE_002,Q4,cfg_06,64.15
rubric_assisted,DEMO_CASE_002,Q5,cfg_01,44.45
rubric_assisted,DEMO_CASE_002,Q5,cfg_02,76.34
rubric_assisted,DEMO_CASE_002,Q5,cfg_03,52.81
rubric_assisted,DEMO_CASE_002,Q5,cfg_04,78.97
rubric_assisted,DEMO_CASE_002,Q5,cfg_05,74.7
rubric_assisted,DEMO_CASE_002,Q5,cfg_06,63.52
rubric_assisted,DEMO_CASE_002,Q6,cfg_01,67.59
rubric_assisted,DEMO_CASE_002,Q6,cfg_02,50.92
rubric_assisted,DEMO_CASE_002,Q6,cfg_03,40.7
rubric_assisted,DEMO_CASE_002,Q6,cfg_04,35.36
rubric_assisted,DEMO_CASE_002,Q6,cfg_05,59.43
rubric_assisted,DEMO_CASE_002,Q6,cfg_06,69.01
rubric_assisted,DEMO_CASE_002,Q7,cfg_01,64.73
rubric_assisted,DEMO_CASE_002,Q7,cfg_02,59.5
rubric_assisted,DEMO_CASE_002,Q7,cfg_03,53.58
rubric_assisted,DEMO_CASE_002,Q7,cfg_04,43.14
rubric_assisted,DEMO_CASE_002,Q7,cfg_05,44.45
rubric_assisted,DEMO_CASE_002,Q7,cfg_06,62.65
rubric_assisted,DEMO_CASE_002,Q8,cfg_01,37.47
rubric_assisted,DEMO_CASE_002,Q8,cfg_02,56.23
rubric_assisted,DEMO_CASE_002,Q8,cfg_03,65.63
rubric_assisted,DEMO_CASE_002,Q8,cfg_04,38.51
rubric_assisted,DEMO_CASE_002,Q8,cfg_05,57.83
rubric_assisted,DEMO_CASE_002,Q8,cfg_06,74.45
rubric_assisted,DEMO_CASE_002,Q9,cfg_01,47.19
rubric_assisted,DEMO_CASE_002,Q9,cfg_02,71.79
rubric_assisted,DEMO_CASE_002,Q9,cfg_03,44.42
rubric_assisted,DEMO_CASE_002,Q9,cfg_04,63.91
rubric_assisted,DEMO_CASE_002,Q9,cfg_05,35.65
rubric_assisted,DEMO_CASE_002,Q9,cfg_06,67.77
rubric_assisted,DEMO_CASE_002,Q10,cfg_01,40.96
rubric_assisted,DEMO_CASE_002,Q10,cfg_02,60.86
rubric_assisted,DEMO_CASE_002,Q10,cfg_03,57.48
rubric_assisted,DEMO_CASE_002,Q10,cfg_04,42.57
rubric_assisted,DEMO_CASE_002,Q10,cfg_05,62.5
rubric_assisted,DEMO_CASE_002,Q10,cfg_06,78.09
rubric_assisted,DEMO_CASE_002,Q11,cfg_01,74.98
rubric_assisted,DEMO_CASE_002,Q11,cfg_02,61.79
rubric_assisted,DEMO_CASE_002,Q11,cfg_03,48.15
rubric_assisted,DEMO_CASE_002,Q11,cfg_04,47.85
rubric_assisted,DEMO_CASE_002,Q11,cfg_05,52.9
rubric_assisted,DEMO_CASE_002,Q11,cfg_06,56.04
rubric_assisted,DEMO_CASE_002,Q12,cfg_01,77.35
rubric_assisted,DEMO_CASE_002,Q12,cfg_02,41.69
rubric_assisted,DEMO_CASE_002,Q12,cfg_03,55.74
rubric_assisted,DEMO_CASE_002,Q12,cfg_04,36.93
rubric_assisted,DEMO_CASE_002,Q12,cfg_05,52.3
rubric_assisted,DEMO_CASE_002,Q12,cfg_06,50.14
rubric_assisted,DEMO_CASE_002,Q13,cfg_01,64.21
rubric_assisted,DEMO_CASE_002,Q13,cfg_02,84.24
rubric_assisted,DEMO_CASE_002,Q13,cfg_03,65.23
rubric_assisted,DEMO_CASE_002,Q13,cfg_04,50.66
rubric_assisted,DEMO_CASE_002,Q13,cfg_05,79.51
rubric_assisted,DEMO_CASE_002,Q13,cfg_06,43.86
rubric_assisted,DEMO_CASE_002,Q14,cfg_01,63.94
rubric_assisted,DEMO_CASE_002,Q14,cfg_02,84.01
rubric_assisted,DEMO_CASE_002,Q14,cfg_03,55.99
rubric_assisted,DEMO_CASE_002,Q14,cfg_04,56.38
rubric_assisted,DEMO_CASE_002,Q14,cfg_05,53.21
rubric_assisted,DEMO_CASE_002,Q14,cfg_06,47.66
rubric_assisted,DEMO_CASE_002,Q15,cfg_01,67.93
rubric_assisted,DEMO_CASE_002,Q15,cfg_02,42.74
rubric_assisted,DEMO_CASE_002,Q15,cfg_03,65.02
rubric_assisted,DEMO_CASE_002,Q15,cfg_04,67.04
rubric_assisted,DEMO_CASE_002,Q15,cfg_05,63.44
rubric_assisted,DEMO_CASE_002,Q15,cfg_06,45.26
rubric_assisted,DEMO_CASE_003,Q1,cfg_01,61.41
rubric_assisted,DEMO_CASE_003,Q1,cfg_02,35.7
rubric_assisted,DEMO_CASE_003,Q1,cfg_03,68.89
rubric_assisted,DEMO_CASE_003,Q1,cfg_04,51.67
rubric_assisted,DEMO_CASE_003,Q1,cfg_05,71.47
rubric_assisted,DEMO_CASE_003,Q1,cfg_06,62.22
rubric_assisted,DEMO_CASE_003,Q2,cfg_01,72.17
rubric_assisted,DEMO_CASE_003,Q2,cfg_02,67.82
rubric_assisted,DEMO_CASE_003,Q2,cfg_03,76.55
rubric_assisted,DEMO_CASE_003,Q2,cfg_04,58.22
rubric_assisted,DEMO_CASE_003,Q2,cfg_05,54.64
rubric_assisted,DEMO_CASE_003,Q2,cfg_06,40.58
rubric_assisted,DEMO_CASE_003,Q3,cfg_01,78.31
rubric_assisted,DEMO_CASE_003,Q3,cfg_02,53.39
rubric_assisted,DEMO_CASE_003,Q3,cfg_03,45.95
rubric_assisted,DEMO_CASE_003,Q3,cfg_04,74.47
rubric_assisted,DEMO_CASE_003,Q3,cfg_05,82.24
rubric_assisted,DEMO_CASE_003,Q3,cfg_06,35.98
rubric_assisted,DEMO_CASE_003,Q4,cfg_01,35.51
rubric_assisted,DEMO_CASE_003,Q4,cfg_02,67.46
rubric_assisted,DEMO_CASE_003,Q4,cfg_03,45.69
rubric_assisted,DEMO_CASE_003,Q4,cfg_04,67.8
rubric_assisted,DEMO_CASE_003,Q4,cfg_05,81.0
rubric_assisted,DEMO_CASE_003,Q4,cfg_06,45.37
rubric_assisted,DEMO_CASE_003,Q5,cfg_01,64.11
rubric_assisted,DEMO_CASE_003,Q5,cfg_02,79.05
rubric_assisted,DEMO_CASE_003,Q5,cfg_03,40.93
rubric_assisted,DEMO_CASE_003,Q5,cfg_04,58.14
rubric_assisted,DEMO_CASE_003,Q5,cfg_05,80.37
rubric_assisted,DEMO_CASE_003,Q5,cfg_06,54.64
rubric_assisted,DEMO_CASE_003,Q6,cfg_01,48.74
rubric_assisted,DEMO_CASE_003,Q6,cfg_02,53.3
rubric_assisted,DEMO_CASE_003,Q6,cfg_03,72.49
rubric_assisted,DEMO_CASE_003,Q6,cfg_04,37.47
rubric_assisted,DEMO_CASE_003,Q6,cfg_05,68.85
rubric_assisted,DEMO_CASE_003,Q6,cfg_06,56.6
rubric_assisted,DEMO_CASE_003,Q7,cfg_01,45.54
rubric_assisted,DEMO_CASE_003,Q7,cfg_02,35.45
rubric_assisted,DEMO_CASE_003,Q7,cfg_03,64.61
rubric_assisted,DEMO_CASE_003,Q7,cfg_04,36.28
rubric_assisted,DEMO_CASE_003,Q7,cfg_05,36.64
rubric_assisted,DEMO_CASE_003,Q7,cfg_06,75.81
rubric_assisted,DEMO_CASE_003,Q8,cfg_01,47.45
rubric_assisted,DEMO_CASE_003,Q8,cfg_02,70.75
rubric_assisted,DEMO_CASE_003,Q8,cfg_03,40.2
rubric_assisted,DEMO_CASE_003,Q8,cfg_04,41.27
rubric_assisted,DEMO_CASE_003,Q8,cfg_05,36.29
rubric_assisted,DEMO_CASE_003,Q8,cfg_06,71.83
rubric_assisted,DEMO_CASE_003,Q9,cfg_01,74.15
rubric_assisted,DEMO_CASE_003,Q9,cfg_02,77.26
rubric_assisted,DEMO_CASE_003,Q9,cfg_03,37.64
rubric_assisted,DEMO_CASE_003,Q9,cfg_04,48.92
rubric_assisted,DEMO_CASE_003,Q9,cfg_05,58.42
rubric_assisted,DEMO_CASE_003,Q9,cfg_06,43.09
rubric_assisted,DEMO_CASE_003,Q10,cfg_01,83.13
rubric_assisted,DEMO_CASE_003,Q10,cfg_02,79.56
rubric_assisted,DEMO_CASE_003,Q10,cfg_03,53.47
rubric_assisted,DEMO_CASE_003,Q10,cfg_04,65.48
rubric_assisted,DEMO_CASE_003,Q10,cfg_05,49.79
rubric_assisted,DEMO_CASE_003,Q10,cfg_06,67.26
rubric_assisted,DEMO_CASE_003,Q11,cfg_01,49.54
rubric_assisted,DEMO_CASE_003,Q11,cfg_02,54.39
rubric_assisted,DEMO_CASE_003,Q11,cfg_03,75.65
rubric_assisted,DEMO_CASE_003,Q11,cfg_04,44.69
rubric_assisted,DEMO_CASE_003,Q11,cfg_05,74.96
rubric_assisted,DEMO_CASE_003,Q11,cfg_06,39.93
rubric_assisted,DEMO_CASE_003,Q12,cfg_01,62.26
rubric_assisted,DEMO_CASE_003,Q12,cfg_02,67.52
rubric_assisted,DEMO_CASE_003,Q12,cfg_03,50.03
rubric_assisted,DEMO_CASE_003,Q12,cfg_04,86.07
rubric_assisted,DEMO_CASE_003,Q12,cfg_05,85.15
rubric_assisted,DEMO_CASE_003,Q12,cfg_06,63.71
rubric_assisted,DEMO_CASE_003,Q13,cfg_01,79.25
rubric_assisted,DEMO_CASE_003,Q13,cfg_02,38.83
rubric_assisted,DEMO_CASE_003,Q13,cfg_03,68.94
rubric_assisted,DEMO_CASE_003,Q13,cfg_04,79.23
rubric_assisted,DEMO_CASE_003,Q13,cfg_05,58.92
rubric_assisted,DEMO_CASE_003,Q13,cfg_06,71.41
rubric_assisted,DEMO_CASE_003,Q14,cfg_01,44.12
rubric_assisted,DEMO_CASE_003,Q14,cfg_02,70.71
rubric_assisted,DEMO_CASE_003,Q14,cfg_03,58.59
rubric_assisted,DEMO_CASE_003,Q14,cfg_04,81.42
rubric_assisted,DEMO_CASE_003,Q14,cfg_05,77.68
rubric_assisted,DEMO_CASE_003,Q14,cfg_06,77.96
rubric_assisted,DEMO_CASE_003,Q15,cfg_01,44.78
rubric_assisted,DEMO_CASE_003,Q15,cfg_02,61.68
rubric_assisted,DEMO_CASE_003,Q15,cfg_03,66.9
rubric_assisted,DEMO_CASE_003,Q15,cfg_04,62.58
rubric_assisted,DEMO_CASE_003,Q15,cfg_05,68.27
rubric_assisted,DEMO_CASE_003,Q15,cfg_06,85.56
rubric_assisted,DEMO_CASE_004,Q1,cfg_01,61.2
rubric_assisted,DEMO_CASE_004,Q1,cfg_02,34.28
rubric_assisted,DEMO_CASE_004,Q1,cfg_03,43.72
rubric_assisted,DEMO_CASE_004,Q1,cfg_04,80.46
rubric_assisted,DEMO_CASE_004,Q1,cfg_05,69.04
rubric_assisted,DEMO_CASE_004,Q1,cfg_06,80.72
rubric_assisted,DEMO_CASE_004,Q2,cfg_01,77.15
rubric_assisted,DEMO_CASE_004,Q2,cfg_02,41.02
rubric_assisted,DEMO_CASE_004,Q2,cfg_03,39.91
rubric_assisted,DEMO_CASE_004,Q2,cfg_04,71.26
rubric_assisted,DEMO_CASE_004,Q2,cfg_05,49.8
rubric_assisted,DEMO_CASE_004,Q2,cfg_06,80.32
rubric_assisted,DEMO_CASE_004,Q3,cfg_01,65.52
rubric_assisted,DEMO_CASE_004,Q3,cfg_02,51.39
rubric_assisted,DEMO_CASE_004,Q3,cfg_03,75.22
rubric_assisted,DEMO_CASE_004,Q3,cfg_04,69.47
rubric_assisted,DEMO_CASE_004,Q3,cfg_05,70.57
rubric_assisted,DEMO_CASE_004,Q3,cfg_06,54.84
rubric_assisted,DEMO_CASE_004,Q4,cfg_01,55.18
rubric_assisted,DEMO_CASE_004,Q4,cfg_02,47.7
rubric_assisted,DEMO_CASE_004,Q4,cfg_03,79.45
rubric_assisted,DEMO_CASE_004,Q4,cfg_04,75.71
rubric_assisted,DEMO_CASE_004,Q4,cfg_05,41.76
rubric_assisted,DEMO_CASE_004,Q4,cfg_06,48.14
rubric_assisted,DEMO_CASE_004,Q5,cfg_01,69.59
rubric_assisted,DEMO_CASE_004,Q5,cfg_02,59.18
rubric_assisted,DEMO_CASE_004,Q5,cfg_03,73.62
rubric_assisted,DEMO_CASE_004,Q5,cfg_04,37.13
rubric_assisted,DEMO_CASE_004,Q5,cfg_05,53.91
rubric_assisted,DEMO_CASE_004,Q5,cfg_06,64.38
rubric_assisted,DEMO_CASE_004,Q6,cfg_01,70.55
rubric_assisted,DEMO_CASE_004,Q6,cfg_02,38.4
rubric_assisted,DEMO_CASE_004,Q6,cfg_03,41.71
rubric_assisted,DEMO_CASE_004,Q6,cfg_04,44.37
rubric_assisted,DEMO_CASE_004,Q6,cfg_05,53.97
rubric_assisted,DEMO_CASE_004,Q6,cfg_06,76.52
rubric_assisted,DEMO_CASE_004,Q7,cfg_01,49.24
rubric_assisted,DEMO_CASE_004,Q7,cfg_02,51.59
rubric_assisted,DEMO_CASE_004,Q7,cfg_03,50.33
rubric_assisted,DEMO_CASE_004,Q7,cfg_04,74.17
rubric_assisted,DEMO_CASE_004,Q7,cfg_05,51.53
rubric_assisted,DEMO_CASE_004,Q7,cfg_06,74.83
rubric_assisted,DEMO_CASE_004,Q8,cfg_01,68.74
rubric_assisted,DEMO_CASE_004,Q8,cfg_02,57.17
rubric_assisted,DEMO_CASE_004,Q8,cfg_03,82.25
rubric_assisted,DEMO_CASE_004,Q8,cfg_04,41.7
rubric_assisted,DEMO_CASE_004,Q8,cfg_05,63.84
rubric_assisted,DEMO_CASE_004,Q8,cfg_06,81.33
rubric_assisted,DEMO_CASE_004,Q9,cfg_01,54.27
rubric_assisted,DEMO_CASE_004,Q9,cfg_02,69.75
rubric_assisted,DEMO_CASE_004,Q9,cfg_03,80.72
rubric_assisted,DEMO_CASE_004,Q9,cfg_04,82.82
rubric_assisted,DEMO_CASE_004,Q9,cfg_05,44.71
rubric_assisted,DEMO_CASE_004,Q9,cfg_06,42.36
rubric_assisted,DEMO_CASE_004,Q10,cfg_01,48.72
rubric_assisted,DEMO_CASE_004,Q10,cfg_02,54.06
rubric_assisted,DEMO_CASE_004,Q10,cfg_03,66.81
rubric_assisted,DEMO_CASE_004,Q10,cfg_04,56.68
rubric_assisted,DEMO_CASE_004,Q10,cfg_05,54.71
rubric_assisted,DEMO_CASE_004,Q10,cfg_06,56.16
rubric_assisted,DEMO_CASE_004,Q11,cfg_01,67.77
rubric_assisted,DEMO_CASE_004,Q11,cfg_02,56.32
rubric_assisted,DEMO_CASE_004,Q11,cfg_03,65.3
rubric_assisted,DEMO_CASE_004,Q11,cfg_04,41.24
rubric_assisted,DEMO_CASE_004,Q11,cfg_05,43.7
rubric_assisted,DEMO_CASE_004,Q11,cfg_06,53.28
rubric_assisted,DEMO_CASE_004,Q12,cfg_01,64.12
rubric_assisted,DEMO_CASE_004,Q12,cfg_02,63.25
rubric_assisted,DEMO_CASE_004,Q12,cfg_03,84.45
rubric_assisted,DEMO_CASE_004,Q12,cfg_04,54.32
rubric_assisted,DEMO_CASE_004,Q12,cfg_05,73.13
rubric_assisted,DEMO_CASE_004,Q12,cfg_06,79.68
rubric_assisted,DEMO_CASE_004,Q13,cfg_01,79.27
rubric_assisted,DEMO_CASE_004,Q13,cfg_02,70.53
rubric_assisted,DEMO_CASE_004,Q13,cfg_03,81.57
rubric_assisted,DEMO_CASE_004,Q13,cfg_04,46.91
rubric_assisted,DEMO_CASE_004,Q13,cfg_05,39.42
rubric_assisted,DEMO_CASE_004,Q13,cfg_06,38.25
rubric_assisted,DEMO_CASE_004,Q14,cfg_01,48.13
rubric_assisted,DEMO_CASE_004,Q14,cfg_02,40.38
rubric_assisted,DEMO_CASE_004,Q14,cfg_03,68.96
rubric_assisted,DEMO_CASE_004,Q14,cfg_04,44.14
rubric_assisted,DEMO_CASE_004,Q14,cfg_05,58.63
rubric_assisted,DEMO_CASE_004,Q14,cfg_06,60.32
rubric_assisted,DEMO_CASE_004,Q15,cfg_01,60.71
rubric_assisted,DEMO_CASE_004,Q15,cfg_02,86.87
rubric_assisted,DEMO_CASE_004,Q15,cfg_03,77.12
rubric_assisted,DEMO_CASE_004,Q15,cfg_04,77.5
rubric_assisted,DEMO_CASE_004,Q15,cfg_05,77.51
rubric_assisted,DEMO_CASE_004,Q15,cfg_06,53.3
rubric_assisted,DEMO_CASE_005,Q1,cfg_01,55.66
rubric_assisted,DEMO_CASE_005,Q1,cfg_02,62.0
rubric_assisted,DEMO_CASE_005,Q1,cfg_03,44.89
rubric_assisted,DEMO_CASE_005,Q1,cfg_04,66.16
rubric_assisted,DEMO_CASE_005,Q1,cfg_05,59.21
rubric_assisted,DEMO_CASE_005,Q1,cfg_06,38.4
rubric_assisted,DEMO_CASE_005,Q2,cfg_01,41.02
rubric_assisted,DEMO_CASE_005,Q2,cfg_02,37.7
rubric_assisted,DEMO_CASE_005,Q2,cfg_03,53.7
rubric_assisted,DEMO_CASE_005,Q2,cfg_04,83.52
rubric_assisted,DEMO_CASE_005,Q2,cfg_05,56.55
rubric_assisted,DEMO_CASE_005,Q2,cfg_06,34.35
rubric_assisted,DEMO_CASE_005,Q3,cfg_01,69.78
rubric_assisted,DEMO_CASE_005,Q3,cfg_02,48.76
rubric_assisted,DEMO_CASE_005,Q3,cfg_03,74.57
rubric_assisted,DEMO_CASE_005,Q3,cfg_04,69.62
rubric_assisted,DEMO_CASE_005,Q3,cfg_05,50.8
rubric_assisted,DEMO_CASE_005,Q3,cfg_06,68.13
rubric_assisted,DEMO_CASE_005,Q4,cfg_01,72.5
rubric_assisted,DEMO_CASE_005,Q4,cfg_02,57.87
rubric_assisted,DEMO_CASE_005,Q4,cfg_03,64.8
rubric_assisted,DEMO_CASE_005,Q4,cfg_04,61.56
rubric_assisted,DEMO_CASE_005,Q4,cfg_05,82.59
rubric_assisted,DEMO_CASE_005,Q4,cfg_06,38.15
rubric_assisted,DEMO_CASE_005,Q5,cfg_01,83.02
rubric_assisted,DEMO_CASE_005,Q5,cfg_02,84.95
rubric_assisted,DEMO_CASE_005,Q5,cfg_03,38.53
rubric_assisted,DEMO_CASE_005,Q5,cfg_04,72.46
rubric_assisted,DEMO_CASE_005,Q5,cfg_05,48.08
rubric_assisted,DEMO_CASE_005,Q5,cfg_06,37.27
rubric_assisted,DEMO_CASE_005,Q6,cfg_01,37.01
rubric_assisted,DEMO_CASE_005,Q6,cfg_02,69.91
rubric_assisted,DEMO_CASE_005,Q6,cfg_03,78.93
rubric_assisted,DEMO_CASE_005,Q6,cfg_04,82.23
rubric_assisted,DEMO_CASE_005,Q6,cfg_05,61.61
rubric_assisted,DEMO_CASE_005,Q6,cfg_06,83.54
rubric_assisted,DEMO_CASE_005,Q7,cfg_01,43.53
rubric_assisted,DEMO_CASE_005,Q7,cfg_02,61.94
rubric_assisted,DEMO_CASE_005,Q7,cfg_03,68.87
rubric_assisted,DEMO_CASE_005,Q7,cfg_04,44.44
rubric_assisted,DEMO_CASE_005,Q7,cfg_05,40.89
rubric_assisted,DEMO_CASE_005,Q7,cfg_06,67.43
rubric_assisted,DEMO_CASE_005,Q8,cfg_01,48.76
rubric_assisted,DEMO_CASE_005,Q8,cfg_02,36.95
rubric_assisted,DEMO_CASE_005,Q8,cfg_03,61.93
rubric_assisted,DEMO_CASE_005,Q8,cfg_04,66.96
rubric_assisted,DEMO_CASE_005,Q8,cfg_05,83.41
rubric_assisted,DEMO_CASE_005,Q8,cfg_06,60.92
rubric_assisted,DEMO_CASE_005,Q9,cfg_01,71.83
rubric_assisted,DEMO_CASE_005,Q9,cfg_02,81.03
rubric_assisted,DEMO_CASE_005,Q9,cfg_03,70.78
rubric_assisted,DEMO_CASE_005,Q9,cfg_04,42.24
rubric_assisted,DEMO_CASE_005,Q9,cfg_05,55.16
rubric_assisted,DEMO_CASE_005,Q9,cfg_06,58.77
rubric_assisted,DEMO_CASE_005,Q10,cfg_01,57.81
rubric_assisted,DEMO_CASE_005,Q10,cfg_02,51.64
rubric_assisted,DEMO_CASE_005,Q10,cfg_03,78.57
rubric_assisted,DEMO_CASE_005,Q10,cfg_04,80.09
rubric_assisted,DEMO_CASE_005,Q10,cfg_05,40.9
rubric_assisted,DEMO_CASE_005,Q10,cfg_06,54.91
rubric_assisted,DEMO_CASE_005,Q11,cfg_01,76.04
rubric_assisted,DEMO_CASE_005,Q11,cfg_02,40.88
rubric_assisted,DEMO_CASE_005,Q11,cfg_03,53.1
rubric_assisted,DEMO_CASE_005,Q11,cfg_04,62.06
rubric_assisted,DEMO_CASE_005,Q11,cfg_05,53.27
rubric_assisted,DEMO_CASE_005,Q11,cfg_06,56.62
rubric_assisted,DEMO_CASE_005,Q12,cfg_01,70.09
rubric_assisted,DEMO_CASE_005,Q12,cfg_02,72.51
rubric_assisted,DEMO_CASE_005,Q12,cfg_03,87.41
rubric_assisted,DEMO_CASE_005,Q12,cfg_04,46.4
rubric_assisted,DEMO_CASE_005,Q12,cfg_05,54.96
rubric_assisted,DEMO_CASE_005,Q12,cfg_06,52.98
rubric_assisted,DEMO_CASE_005,Q13,cfg_01,62.1
rubric_assisted,DEMO_CASE_005,Q13,cfg_02,81.65
rubric_assisted,DEMO_CASE_005,Q13,cfg_03,45.91
rubric_assisted,DEMO_CASE_005,Q13,cfg_04,80.01
rubric_assisted,DEMO_CASE_005,Q13,cfg_05,84.73
rubric_assisted,DEMO_CASE_005,Q13,cfg_06,77.8
rubric_assisted,DEMO_CASE_005,Q14,cfg_01,82.28
rubric_assisted,DEMO_CASE_005,Q14,cfg_02,72.43
rubric_assisted,DEMO_CASE_005,Q14,cfg_03,61.11
rubric_assisted,DEMO_CASE_005,Q14,cfg_04,75.18
rubric_assisted,DEMO_CASE_005,Q14,cfg_05,70.89
rubric_assisted,DEMO_CASE_005,Q14,cfg_06,63.76
rubric_assisted,DEMO_CASE_005,Q15,cfg_01,52.39
rubric_assisted,DEMO_CASE_005,Q15,cfg_02,49.9
rubric_assisted,DEMO_CASE_005,Q15,cfg_03,71.26
rubric_assisted,DEMO_CASE_005,Q15,cfg_04,51.59
rubric_assisted,DEMO_CASE_005,Q15,cfg_05,40.2
rubric_assisted,DEMO_CASE_005,Q15,cfg_06,66.19
rubric_assisted,DEMO_CASE_006,Q1,cfg_01,69.02
rubric_assisted,DEMO_CASE_006,Q1,cfg_02,52.95
rubric_assisted,DEMO_CASE_006,Q1,cfg_03,71.07
rubric_assisted,DEMO_CASE_006,Q1,cfg_04,68.31
rubric_assisted,DEMO_CASE_006,Q1,cfg_05,67.79
rubric_assisted,DEMO_CASE_006,Q1,cfg_06,69.01
rubric_assisted,DEMO_CASE_006,Q2,cfg_01,73.48
rubric_assisted,DEMO_CASE_006,Q2,cfg_02,53.95
rubric_assisted,DEMO_CASE_006,Q2,cfg_03,39.07
rubric_assisted,DEMO_CASE_006,Q2,cfg_04,35.63
rubric_assisted,DEMO_CASE_006,Q2,cfg_05,40.17
rubric_assisted,DEMO_CASE_006,Q2,cfg_06,73.52
rubric_assisted,DEMO_CASE_006,Q3,cfg_01,38.09
rubric_assisted,DEMO_CASE_006,Q3,cfg_02,72.99
rubric_assisted,DEMO_CASE_006,Q3,cfg_03,73.16
rubric_assisted,DEMO_CASE_006,Q3,cfg_04,79.96
rubric_assisted,DEMO_CASE_006,Q3,cfg_05,38.8
rubric_assisted,DEMO_CASE_006,Q3,cfg_06,65.18
rubric_assisted,DEMO_CASE_006,Q4,cfg_01,70.67
rubric_assisted,DEMO_CASE_006,Q4,cfg_02,50.01
rubric_assisted,DEMO_CASE_006,Q4,cfg_03,83.35
rubric_assisted,DEMO_CASE_006,Q4,cfg_04,57.15
rubric_assisted,DEMO_CASE_006,Q4,cfg_05,50.91
rubric_assisted,DEMO_CASE_006,Q4,cfg_06,55.82
rubric_assisted,DEMO_CASE_006,Q5,cfg_01,85.24
rubric_assisted,DEMO_CASE_006,Q5,cfg_02,39.45
rubric_assisted,DEMO_CASE_006,Q5,cfg_03,56.37
rubric_assisted,DEMO_CASE_006,Q5,cfg_04,82.68
